file	line	function	lines	mechanical_triage	method
firmware/app/src/app_clicker.c	3149	app_clicker_ble_courtesy_stop	7	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3158	app_clicker_ble_courtesy_finish_gate	16	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3176	app_clicker_ble_courtesy_low_power_stop	27	cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3205	app_clicker_ble_courtesy_start	8	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3218	app_clicker_ble_courtesy_higher_wait_ms	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3223	app_clicker_ble_courtesy_stop	2		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3227	app_clicker_ble_courtesy_finish_gate	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3232	app_clicker_ble_courtesy_low_power_stop	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3294	app_clicker_init	11	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3307	clicker_reset_reason_was_systemoff	12	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3321	systemoff_ram_retention_mask	53		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3376	clicker_request_systemoff_ram_retention	14		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3392	app_clicker_start_work_queue	15		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3409	app_clicker_submit_work	19	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3430	app_clicker_debug_min_anchor_count	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3435	app_clicker_debug_max_anchor_count	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3440	app_clicker_debug_samples_per_anchor	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3445	app_clicker_debug_session_flags	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3450	clicker_connect_status_leds_for_action	20		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3472	clicker_hold_terminal_status	4	scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3478	app_clicker_handle_button_action	89	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3570	click_button_latch_press	12		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3584	click_button_press_is_pending	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3594	click_button_press_cycle_is_active	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3604	click_button_claim_press	21		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3629	click_button_finish_press_cycle	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3637	click_button_pressed	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3647	click_button_clear_latch	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3655	click_button_gesture_handle	29		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3688	click_button_configure_input	7	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3697	click_button_ensure_callback_registered	17	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3716	click_button_wait_for_release	30	scheduling;unbounded_loop_candidate	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3748	click_button_arm_idle_interrupt	52	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3802	clicker_capture_systemoff_button_action	39	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3843	clicker_prepare_radio_systemoff	43	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3888	clicker_systemoff_now	10	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3900	click_button_try_arm_systemoff_wake	50	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	3952	app_clicker_enter_systemoff_idle	57	cleanup;scheduling;unbounded_loop_candidate	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4011	clicker_radio_retained_standby_transition	8	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4021	clicker_enter_radio_retained_standby	36	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4059	clicker_arm_retained_idle_wake	25	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4086	clicker_enter_systemon_retained_idle	62	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4150	app_clicker_enter_idle	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4160	clicker_action_work_handler	83	cleanup;unbounded_loop_candidate	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4245	clicker_action_submit_or_recover	39	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4286	clicker_action_submit_retry_work_handler	14	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4302	app_clicker_submit_button_action	39	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4343	click_button_handle_signal_at	20	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4367	click_button_handle_signal	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4373	app_clicker_inject_button_gesture	33	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4408	click_button_recovery_reset	13	cleanup;scheduling;unbounded_loop_candidate	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4423	click_button_reschedule_or_reset	9	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4437	click_button_schedule_rearm_recovery	24	cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4464	click_button_retry_release_poll	19	cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4485	click_button_release_work_handler	33	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4520	click_button_rearm_work_handler	71	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4593	click_button_work_handler	88	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4683	click_button_isr	13	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4698	self_test_arm_timeout_handler	11		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4711	app_clicker_arm_self_test_timeout	6	cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4719	app_clicker_cancel_self_test_timeout	3	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4724	app_clicker_button_init	49	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4775	app_clicker_prepare_startup_idle	18	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4795	app_clicker_enter_systemoff_idle	2		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4799	app_clicker_enter_idle	2		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4803	app_clicker_button_init	3	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4808	app_clicker_inject_button_gesture	4	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4814	app_clicker_arm_self_test_timeout	2		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4818	app_clicker_cancel_self_test_timeout	2		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.c	4822	app_clicker_prepare_startup_idle	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker.h	87	clicker_systemon_retained_idle_enabled	4		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	7	self_test_arm_window_expired	4		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	14	button_action_for_transition	24		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	41	queue_effect	19	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	63	event_for	15		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	85	dispatch_button_event	42	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	131	dispatch_click_event	14	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	148	dispatch_button_signal	15		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	168	app_clicker_event_runtime_init	8	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	179	app_clicker_event_runtime_button_signal	99	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	284	app_clicker_event_runtime_click_start	22	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	310	app_clicker_event_runtime_click_event	15	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	330	app_clicker_event_runtime_button_pressed_at_ms	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	336	app_clicker_event_runtime_take_effect	10		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	350	app_clicker_event_runtime_effect_drop_count	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	356	app_clicker_event_runtime_button_state	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_event_runtime.c	362	app_clicker_event_runtime_click_state	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_rtt_control.c	25	app_clicker_rtt_dispatch_line	32		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_rtt_control.c	59	app_clicker_rtt_consume	19		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_rtt_control.c	80	app_clicker_rtt_poll_work_handler	20	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_clicker_rtt_control.c	102	app_clicker_rtt_control_start	19	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_device_identity.c	18	app_device_identity_init	22	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_device_identity.c	42	app_device_hardware_id	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_device_identity.c	47	app_device_id	6	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	60	app_discovery_assignment_policy_init	33		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	102	app_discovery_assignment_policy_epoch_admissible	29		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	135	app_discovery_assignment_policy_epoch_retired	11		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	150	app_discovery_assignment_response_identity_matches	14		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	171	app_discovery_assignment_retired_epochs_valid	27		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	204	app_discovery_assignment_policy_retire_epoch	21		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	229	app_discovery_assignment_policy_restore_retired_epochs	18		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	252	app_discovery_assignment_policy_export_retired_epochs	11		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	268	app_discovery_assignment_policy_restore_pending	19		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	293	app_discovery_assignment_policy_project_retired_epochs	45		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	344	app_discovery_assignment_policy_provisioning_state	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	353	app_discovery_assignment_provisioning_state_name	4		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	360	app_discovery_assignment_policy_normal_click_reply_allowed	4		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	367	app_discovery_assignment_policy_note_claim	14		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	386	app_discovery_assignment_policy_note_table	75		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	468	app_discovery_assignment_policy_commit	50		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	524	app_discovery_assignment_policy_note_unassigned	51		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	581	app_discovery_assignment_operation_expired	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	588	app_discovery_assignment_semantic_terminal_success	17		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	614	app_discovery_assignment_collection_hop_count	7		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	626	app_discovery_assignment_claim_round_limit	10		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	641	app_discovery_assignment_table_windows_remaining	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	651	app_discovery_assignment_table_round_after_delivery	7		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	663	app_discovery_assignment_table_retry_backoff_required	4		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	673	app_discovery_assignment_work_guard_init	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	681	app_discovery_assignment_work_guard_request	13		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	699	app_discovery_assignment_work_guard_note_submit_result	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_discovery_assignment_policy.h	710	app_discovery_assignment_work_guard_begin	10		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	285	durable_lock	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	290	durable_unlock	2		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	294	durable_ready_get	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	299	durable_ready_set	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	308	durable_nvs_mount	43	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	353	durable_nvs_read	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	361	durable_nvs_write	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	369	durable_nvs_erase	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	374	durable_lock	6	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	382	durable_unlock	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	387	durable_ready_get	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	392	durable_ready_set	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	397	durable_install_production_backend	14		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	414	durable_put_u16	4		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	420	durable_put_u32	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	428	durable_put_u64	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	435	durable_get_u16	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	440	durable_get_u32	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	448	durable_get_u64	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	458	durable_crc16	13		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	473	durable_find_spec	10		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	486	durable_role_allowed	7		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	495	durable_validate_scope	9	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	507	durable_validate_high_water	24	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	535	durable_encode_record	21		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	562	durable_decode_record	55	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	624	durable_read_locked	24	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	652	durable_write_locked	40	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	696	durable_assignment_commitment_is_zero	11		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	710	durable_assignment_history_valid	44		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	757	durable_validate_anchor_assignment	92	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	852	durable_anchor_assignments_equal	31		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	887	durable_encode_anchor_assignment	63		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	955	durable_decode_anchor_assignment	92	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1053	durable_receipt_clear	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1064	durable_gateway_assignment_identity_valid	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1077	durable_gateway_assignment_snapshot_identity_coherent	17		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1099	durable_gateway_assignment_identities_equal	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1111	durable_receipt_mix	7		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1120	durable_record_fingerprint	12		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1136	durable_gateway_assignment_receipt_binding	14		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1154	durable_gateway_assignment_issue_receipt	11		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1171	durable_gateway_assignment_receipt_matches	9		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1186	durable_encode_gateway_assignment	54	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1247	durable_decode_gateway_assignment	103	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1359	durable_read_gateway_assignment_locked	35	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1401	durable_write_gateway_assignment_locked	82	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1491	durable_gateway_assignment_terminal_matches	18		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1514	durable_counter_next	34	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1552	durable_counter_advance	29	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1587	durable_reserve_locked	35	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1627	app_durable_state_init	53	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1682	app_durable_state_begin_boot	38	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1722	app_durable_state_ready	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1727	app_durable_state_boot_incarnation	20	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1749	app_durable_state_reserve	28	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1782	app_durable_state_restore_high_water	29	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1816	app_durable_state_advance_high_water	47	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1868	app_durable_state_save_anchor_assignment	87	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	1959	app_durable_state_restore_anchor_assignment	49	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	2012	app_durable_state_delete_anchor_assignment	69	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	2083	app_durable_state_save_gateway_assignment_commit	91	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	2180	app_durable_state_restore_gateway_assignment_commit	65	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	2252	app_durable_state_retire_gateway_assignment_commit	101	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	2359	app_durable_state_delete_gateway_assignment	100	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	2465	app_durable_state_test_install_backend	18	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	2487	app_durable_state_test_reset	12		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_durable_state.c	2501	app_durable_state_test_seed_high_water	28	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	71	valid_base_event	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	78	app_gateway_assignment_publisher_event_is_reliable	36		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	117	same_identity	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	127	store_identity	10		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	139	build_base_event	13		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	154	same_table	15		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	174	reset_event_progress	18		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	194	build_terminal_event	15	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	212	mapping_slot_for_ordinal	16		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	230	build_next_event	76	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	309	app_gateway_assignment_publisher_init	9	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	321	app_gateway_assignment_publisher_prepare_table	82	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	412	app_gateway_assignment_publisher_commit_prepared_batch	17	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	432	app_gateway_assignment_publisher_mark_prepared_replay	16	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	451	app_gateway_assignment_publisher_abort_prepared_batch	19		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	473	app_gateway_assignment_publisher_discard_batch	18		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	494	app_gateway_assignment_publisher_stage_table_ready	17		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	514	app_gateway_assignment_publisher_capture_terminal	31	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	548	app_gateway_assignment_publisher_pump	82	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	632	app_gateway_assignment_publisher_note_host_receipt	32	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	667	app_gateway_assignment_publisher_work_pending	10		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	679	app_gateway_assignment_publisher_complete_pending	49	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_assignment_publisher.c	730	app_gateway_assignment_publisher_get_diagnostics	16		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	86	gateway_command_delivery_boundary	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	104	gateway_ble_stream_free_slots	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	148	gateway_observability_reserve_identity	21	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	172	gateway_observability_prepare_reserved_state	12		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	188	gateway_observability_prepare_state	7	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	199	gateway_observability_note_enqueue_state	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	210	gateway_observability_pending_terminal_state	9		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	222	gateway_observability_snapshot_state	12		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	239	gateway_observability_mark_sent_state	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	249	gateway_next_command_seq	12		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	263	gateway_broadcast_command_sequence_init	6	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	271	gateway_next_broadcast_command_seq	13	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	286	gateway_observability_enqueue_prepared	47	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	336	gateway_observe_command_event	22	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	361	gateway_reserve_command_event_sequence	8	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	373	gateway_observability_flush	21		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	516	gateway_ble_schedule_failed	11	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	529	gateway_ble_rx_write_capacity	22	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	553	gateway_ble_resume_rx	18	cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	573	gateway_ble_schedule_recovery	29	cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_gateway_ble.c	604	gateway_ble_stream_ready	6		lexical C definition; preprocessor branches not resolved
